SMILES,Tg
[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C(Cl)(Cl)Cl)cc1,230.0
[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C(Cl)Cl)cc1,165.0
[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C2C3CCC(C3)C2c2ccccc2)cc1,196.0
[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C2CC3CC2C2C4CCC(C4)C32)cc1,253.0
[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)C2CCCCC2)cc1,190.0
[*]Oc1ccc(C(c2ccc(OC([*])=S)cc2)c2cccc3ccccc23)cc1,191.0
[*]Oc1ccc(C(c2ccc(OC3=C(Cl)C(=O)N(c4ccc(Cc5ccc(N6C(=O)C([*])=C(Cl)C6=O)cc5)cc4)C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,189.0
[*]Oc1ccc(C(c2ccc(OC3=C(Cl)C(=O)N(c4ccc(Oc5ccc(N6C(=O)C([*])=C(Cl)C6=O)cc5)cc4)C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,193.0
[*]Oc1ccc(C(c2ccc(OP3(Oc4ccc(C(=O)OC)cc4)=NP(Oc4ccc(C(=O)OC)cc4)(Oc4ccc(C(=O)OC)cc4)=NP([*])(Oc4ccc(C(=O)OC)cc4)=N3)cc2)(C(F)(F)F)C(F)(F)F)cc1,78.0
[*]Oc1ccc(C(c2ccc(OP3(Oc4ccc(C(=O)OCCC)cc4)=NP(Oc4ccc(C(=O)OCCC)cc4)(Oc4ccc(C(=O)OCCC)cc4)=NP([*])(Oc4ccc(C(=O)OCCC)cc4)=N3)cc2)(C(F)(F)F)C(F)(F)F)cc1,34.0
[*]Oc1ccc(C(c2ccc(Oc3c(F)c(F)c(COC(c4cccc(C(OCc5c(F)c(F)c([*])c(F)c5F)(C(F)(F)F)C(F)(F)F)c4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)(C(F)(F)F)C(F)(F)F)cc1,113.0
[*]Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4ccccc4)c(-c4cc([*])ccc4C(=O)c4ccccc4)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,164.0
[*]Oc1ccc(C(c2ccc(Oc3ccc(S(=O)(=O)c4ccc([*])cc4[Si](C)(C)C)c([Si](C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,172.0
[*]Oc1ccc(C(c2ccc(Oc3ccc4c(c3)C(=O)N(CCCCN3C(=O)c5ccc([*])cc5C3=O)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,180.0
[*]Oc1ccc(C(c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9ccc([*])cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,217.0
[*]Oc1ccc(C(c2ccc(Oc3cccc4c3C(=O)N(CCCCCCCCN3C(=O)c5cccc([*])c5C3=O)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,135.0
[*]Oc1ccc(C(c2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(-c6ccc(Oc7ccc(N8C(=O)c9cccc([*])c9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,234.0
[*]Oc1ccc(C(c2ccc(Oc3cccc4c3C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7cccc([*])c7C6=O)cc5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,226.0
[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,210.0
[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,229.0
[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,213.0
[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(Oc3ccc4c(=O)n5c6cc(-c7ccc8c(c7)nc7c9ccc([*])c%10cccc(c(=O)n87)c%109)ccc6nc5c5cccc3c45)cc2)cc1,357.0
[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,170.0
[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=S)cc2)cc1,179.0
[*]Oc1ccc(C2(c3ccc(OC(=O)C45CC6CC(CC(C([*])=O)(C6)C4)C5)cc3)c3ccccc3-c3ccccc32)cc1,335.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cc(Cl)cc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1,313.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CC3CC2C2CCCC32)cc1,322.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCC3CCCCC3C2)cc1,275.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCCCC2)cc1,275.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCc3ccccc32)cc1,312.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)OC(=O)c3ccccc32)cc1,279.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)OCc3ccccc32)cc1,312.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,285.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,400.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3Cc3ccccc32)cc1,342.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3Oc3ccccc32)cc1,252.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc([Si](c5ccccc5)(c5ccccc5)c5ccc(C([*])=O)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,250.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)C(=O)Nc3c(Cl)cc(Cl)cc32)cc1,270.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)C(=O)Nc3ccccc32)cc1,256.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)CCC3CCCCC3C2)cc1,248.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)CCCCC2)cc1,127.0
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)OC(=O)c3ccccc32)cc1,282.5
[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,269.5
[*]Oc1ccc(C2(c3ccc(OC([*])=O)c(Cl)c3)CC3CCC2C3)cc1Cl,200.0
[*]Oc1ccc(C2(c3ccc(OC([*])=O)c(Cl)c3)CCCCC2)cc1Cl,179.0
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CC2C2C4CCC(C4)C32)cc1,267.5
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CC2C2CCCC32)cc1,251.5
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CC3CCC2C3)cc1,235.0
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCC2)cc1,166.0
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCC2)cc1,175.0
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCCCCC2)cc1,155.0
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)CCc3ccccc32)cc1,219.0
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)OC(=O)c3ccccc32)cc1,252.20000000000005
[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,355.0
[*]Oc1ccc(C2(c3ccc(OC([*])=S)cc3)CCCC2)cc1,79.0
[*]Oc1ccc(C2(c3ccc(OC([*])=S)cc3)CCCCC2)cc1,155.0
[*]Oc1ccc(C2(c3ccc(OC4(F)C([*])(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,228.0
[*]Oc1ccc(C2(c3ccc(OS(=O)(=O)c4cccc(S([*])(=O)=O)c4)cc3)CCCCC2)cc1,127.0
[*]Oc1ccc(C2(c3ccc(O[Si]([*])(c4ccccc4)c4ccccc4)cc3)c3ccccc3-c3ccccc32)cc1,166.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc(C(=O)c5ccccc5)c(-c5cc([*])ccc5C(=O)c5ccccc5)c4)cc3)c3ccccc3-c3ccccc32)cc1,215.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Cc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc4)C5=O)cc3)CCC(c3ccccc3)CC2)cc1,232.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Cc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc4)C5=O)cc3)CCCCCCCCCCC2)cc1,240.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc([*])cc%11C%10=O)cc9)cc8)C8CC9CC(C8)CC7C9)cc6)cc4)C5=O)cc3)CCCCCCCCCCC2)cc1,262.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc([*])cc%11C%10=O)cc9)cc8)CC8CC7C7CCCC87)cc6)cc4)C5=O)cc3)CCC(c3ccccc3)CC2)cc1,255.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc([*])cc%11C%10=O)cc9)cc8)CC8CCC7C8)cc6)cc4)C5=O)cc3)CCC(c3ccccc3)CC2)cc1,245.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc([*])cc%11C%10=O)cc9)cc8)CC8CCC7C8)cc6)cc4)C5=O)cc3)CCCCCCCCCCC2)cc1,259.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc4)C5=O)cc3)CCC(c3ccccc3)CC2)cc1,236.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(N7C(=O)c8ccc([*])cc8C7=O)cc6)cc4)C5=O)cc3)CCCCCCCCCCC2)cc1,230.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c6c4cccc6c(=O)n4c6ccc(-c7ccc8nc9c%10cccc%11c([*])ccc(c(=O)n9c8c7)c%11%10)cc6nc54)cc3)c3ccccc3-c3ccccc32)cc1,421.0
[*]Oc1ccc(C2(c3ccc(Oc4ccc5c6c4cccc6c(=O)n4c6ccc(Oc7ccc8nc9c%10cccc%11c([*])ccc(c(=O)n9c8c7)c%11%10)cc6nc54)cc3)c3ccccc3-c3ccccc32)cc1,396.0
[*]Oc1ccc(C2(c3ccc(Oc4nc([*])nc(OC)n4)cc3)CCCCC2)cc1,200.0
[*]Oc1ccc(C2=C(Cl)C(=O)N(c3ccc(Cc4ccc(N5C(=O)C([*])=C(Cl)C5=O)cc4)cc3)C2=O)cc1,192.0
[*]Oc1ccc(C=Cc2ccc(Oc3ccc(-c4nnc(-c5ccc([*])c6ccccc56)o4)c4ccccc34)c3ccccc23)cc1,241.0
[*]Oc1ccc(C=Cc2ccc(Oc3ccc(-c4nnc(-c5ccc([*])c6ccccc56)o4)c4ccccc34)cc2)cc1,238.0
[*]Oc1ccc(C=Cc2ccc3cccc(OC(=O)c4ccc(C([*])=O)cc4)c3n2)cc1,112.0
[*]Oc1ccc(Cc2ccc(Cc3ccc(OC([*])=O)cc3)cc2)cc1,79.5
[*]Oc1ccc(Cc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,150.0
[*]Oc1ccc(Cc2ccc(OC([*])=O)cc2)cc1,133.5
[*]Oc1ccc(Cc2ccc(OC([*])=S)cc2)cc1,95.0
[*]Oc1ccc(Cc2ccc(Oc3c(F)c(F)c(COC(c4cccc(C(OCc5c(F)c(F)c([*])c(F)c5F)(C(F)(F)F)C(F)(F)F)c4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)cc1,94.0
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C(C)(C)C)c([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,293.0
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C(C)(C)C)ccc6[*])cc4)C5=O)cc3C2=O)cc1,257.0
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,274.0
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc([*])cc6C)cc4)C5=O)cc3C2=O)cc1,265.0
[*]Oc1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)cc3C2=O)cc1,271.0
[*]Oc1ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11ccc([*])c(C)c%11)cc9)C%10=O)cc8)cc7)NC(=O)c7ccccc76)cc5)cc4)cc3C2=O)cc1,293.0
[*]Oc1ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Oc5cccc(Oc6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc(Oc9cccc([*])c9C#N)cc7)C8=O)cc6)c5)cc4)cc3C2=O)cc1,217.0
[*]Oc1ccc(N2C(=O)c3ccc(C(=O)Nc4cccc(Oc5cccc(Oc6cccc(Oc7cccc(Oc8cccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(Oc%11cccc([*])c%11C#N)cc9)C%10=O)c8)c7C#N)c6)c5C#N)c4)cc3C2=O)cc1,199.0
[*]Oc1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C(C)(C)C)c([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,288.0
[*]Oc1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)cc3C2=O)cc1,245.0
[*]Oc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C(C)(C)C)c([*])cc6C(C)(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,277.0
[*]Oc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc([*])c6C#N)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,280.0
[*]Oc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])c(OCCN(CC)c6ccc(/N=N/c7ccc([N+](=O)[O-])cc7)cc6)c4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,202.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cc(C)c(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(-c9ccc([*])cc9C)c(C)c8)cc6)C7=O)c(C)c5)cc4C)cc3C2=O)cc1,257.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc(C(c5ccccc5)(c5ccccc5)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc([*])c(C(C)(C)C)c8)cc6)C7=O)cc5)cc4)cc3C2=O)cc1,229.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(-c%10ccc([*])cc%10C)c(C)c9)cc7)C8=O)cc6)CCC(C(C)(C)C)CC5)cc4)cc3C2=O)cc1,236.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(-c%10ccc([*])cc%10C)c(C)c9)cc7)C8=O)cc6)CCC(c6ccccc6)CC5)cc4)cc3C2=O)cc1,226.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc(-c%10ccc([*])cc%10C)c(C)c9)cc7)C8=O)cc6)CCCCCCCCCCC5)cc4)cc3C2=O)cc1,257.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc([*])c(C(C)(C)C)c9)cc7)C8=O)cc6)CCC(c6ccccc6)CC5)cc4)cc3C2=O)cc1,236.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc([*])cc9C(C)(C)C)cc7)C8=O)cc6)CCC(C(C)(C)C)CC5)cc4)cc3C2=O)cc1,233.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(Oc9ccc([*])cc9C(C)(C)C)cc7)C8=O)cc6)CCCCCCCCCCC5)cc4)cc3C2=O)cc1,262.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C(C)(C)C)c([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,242.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C)c([*])c(C)c6C)cc4)C5=O)cc3C2=O)cc1,261.0
[*]Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,240.0
[*]Oc1ccc(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cc(C(C)(C)C)c([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,263.0
[*]Oc1ccc(N2C(=O)c3ccc([*])cc3C2=O)cc1,266.0
[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3c(C)c(C)c([*])c(C)c3C)cc2)cc1,333.0
[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4c(C)c(C)c([*])c(C)c4C)cc3)cc2)cc1,310.0
[*]Oc1ccc(NC(=O)c2ccc(Oc3ccc(Oc4ccc(C(=O)Nc5ccc(Oc6ccc([*])cc6C)cc5)cc4)cc3C)cc2)cc1,218.5
[*]Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C5(c6ccc(Oc7ccc(N8C(=O)c9ccc(C(=O)Nc%10ccc(Oc%11cc(C(C)(C)C)c([*])cc%11C(C)(C)C)cc%10)cc9C8=O)cc7)cc6)CC6CC5C5CCCC65)cc4)cc2)C3=O)cc1,290.0
[*]Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C5(c6ccc(Oc7ccc(N8C(=O)c9ccc(C(=O)Nc%10ccc(Oc%11ccc(-c%12ccc([*])cc%12C)c(C)c%11)cc%10)cc9C8=O)cc7)cc6)CC6CC5C5CCCC65)cc4)cc2)C3=O)cc1,265.0
[*]Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C5(c6ccc(Oc7ccc(N8C(=O)c9ccc(C(=O)Nc%10ccc(Oc%11ccc([*])c(C(C)(C)C)c%11)cc%10)cc9C8=O)cc7)cc6)CC6CC5C5CCCC65)cc4)cc2)C3=O)cc1,275.0
[*]Oc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc(Oc5ccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9cccc([*])c9C#N)cc8)cc7C6=O)cc5)c4C#N)cc2)C3=O)cc1,220.0
[*]Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc([*])cc4C(C)(C)C)cc3)c2)cc1,208.0
[*]Oc1ccc(N[Se]Nc2ccc([*])cc2)cc1,55.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C([*])=O)c2)cc1,137.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C([*])=O)cc2OCCCCCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,30.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C([*])=O)cc2OCCCCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,34.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C([*])=O)cc2OCCCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,41.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C([*])=O)cc2OCCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,50.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C([*])=O)cc2OCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,56.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C([*])=O)cc2OCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,63.0
[*]Oc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C([*])=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,68.0
[*]Oc1ccc(OC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2-c2ccccc2)c2ccccc12,165.0
[*]Oc1ccc(OC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2-c2ccccc2)cc1,140.0
[*]Oc1ccc(OC(=O)c2ccc(-c3ccc(C([*])=O)cc3)cc2-c2ccccc2)cc1-c1ccccc1,148.0
[*]Oc1ccc(OC(=O)c2ccc(-c3ccc(OCCCCCCCCCC[Si](C)(C)O[Si](C)(C)CCCCCCOC(=O)C([*])C)cc3)cc2)cc1,35.0
[*]Oc1ccc(OC(=O)c2ccc(-c3ccc(OCCCCCCCCCC[Si](C)(C)O[Si](C)(C)CCCCCCOC(=O)C([*])C)cc3)cc2)cc1[N+](=O)[O-],20.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)c(-c2cccc(C(F)(F)F)c2)c1,155.8
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)c(C(F)(F)F)c1,159.3
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)c(C2CC3CCC2C3)c1,267.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)c(C2CCCCC2)c1,206.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)c(C2CCCCCCC2)c1,213.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1,267.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(-c3ccccc3)cc2)cc1,117.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(Br)cc2)cc1,108.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(C3CCCCC3)cc2)cc1,113.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(Cl)cc2)cc1,107.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(F)cc2)cc1,106.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc(Oc3ccccc3)cc2)cc1,83.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccc3ccccc3c2)cc1,102.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Oc2ccccc2)cc1,105.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Sc2ccc(Cl)cc2)cc1,140.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Sc2ccc3ccccc3c2)cc1,148.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Sc2ccccc2)cc1,181.0
[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2Sc2ccccc2)cc1-c1ccccc1,130.0
[*]Oc1ccc(OC(=O)c2ccc(N3C(=O)CC(SCCOCCSC4CC(=O)N(c5ccc(C([*])=O)cc5)C4=O)C3=O)cc2)cc1,166.0
[*]Oc1ccc(OC(=O)c2ccc(OC(=O)OC3COC4C(OC([*])=O)COC34)cc2)cc1,115.0
[*]Oc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C([*])=O)cc4)cc3)cc2)cc1,283.0
[*]Oc1ccc(OC(=O)c2ccc(OC([*])=O)cc2)cc1,74.0
[*]Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCCCOc3ccc(C([*])=O)cc3)cc2)c(/C=C/c2ccncc2)c1,94.30000000000001
[*]Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCCCOc3ccc(C([*])=O)cc3)cc2)c(S(=O)(=O)c2ccccc2)c1,82.70000000000005
[*]Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCOc3ccc(C([*])=O)cc3)cc2)c(S(=O)(=O)c2ccccc2)c1,88.0
[*]Oc1ccc(OC(=O)c2ccc(OCCCCCCOc3ccc(C([*])=O)cc3)cc2)c(S(=O)(=O)c2ccccc2)c1,105.5
[*]Oc1ccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)c2ccccc12,166.0
[*]Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(C([*])=O)cc5C4=O)CC2)C3=O)cc1,360.0
[*]Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(CCCOCCCCOCCCN2C(=O)c4ccc(C([*])=O)cc4C2=O)C3=O)c(-c2ccccc2)c1,71.0
